review,rating,label_kamus,label_rating,final_label
"Bsi mobile dan byond sering gangguan, pagi ini aja gangguan byar pake qris dana menggantung nggak masuk ke penjuan tpi udah kepotong dari rekening, call center dan wa center juga susah dihubungi. kapok transaksi dengan byond dan bsi mobile",1,negatif,negatif,negatif
"SANGAT JELEK ! Banyak kendala, ada kendala CS SUSAH DIHUBUNGI KATANYA 24 JAM. NOT RECOMENDED !",1,negatif,negatif,negatif
"Kesellllllllll, transaksi sring gagall... nangis bgt....",1,,negatif,negatif
"sumpah, ini aplikasi banking yg paling banyak tingkah sejauh ini. gak bisa lepas dari gangguan...",1,negatif,negatif,negatif
Sering eror gak bisa dibuka,2,,negatif,negatif
"Sering error, transfer gagal saldo kepotong. Bisa jadi cuma karena gagal transfer nasabah akan mengalami kerugian lebih besar loh dari nilai transaksi, emang BSI mau nanggung kerugiannya?",1,negatif,negatif,negatif
"call centre 14040 ga' pernah diangkat telponnya... entah apa, sudah lama menunggu tapi ga' ada respon.",1,,negatif,negatif
sulit buat mengaduan pelapor error Mulu terlalu buruk layanan nya,1,negatif,negatif,negatif
"VA shopee yg ke 2 dan seterusnya kenapa tdk bs d byr,, selalu nomor VA tdk di temukan..tp d byr pake Bsi mobile bisa..sdh tlp ke 14040 tdk ada solusi,, emainya pengaduan sdh selesai tp tdk ada perubahan.",1,,negatif,negatif
error' Mulu heran,1,negatif,negatif,negatif
"aplikasi parah,gagal memuat halaman,gagal transaksi, tapi terpotong uang , cek detail transaksi gabisa ,gangguan terus , maintence terus tp gada perubahan perbaikin kekurangan lah",1,negatif,negatif,negatif
sering error,3,negatif,negatif,negatif
"Sering kali gangguan susah, setiap hari maintenance, sampai hari ini juga tidak bisa transfer hapus aja aplikasinya kalo gk bisa dipake",1,negatif,negatif,negatif
"aplikasinya banyak bug yang membuat transaksi saya sering gagal, tapi ada satu kali saya beli pulsa dan transaksi saya gagal di notifikasi tapi saldonya berkurang 100k tapi tidak ada notifikasi penambahan pulsa. mohon diperbaiki lagi.",1,negatif,negatif,negatif
aplikasi lemot sering maintenance,1,negatif,negatif,negatif
"tolong diperbaiki lagi aplikasinya, setiap mau transaksi gagal terus. menghambat transaksi😑. menghambaaaaatttt",1,,negatif,negatif
"Saya nasabah baru BSI dan kemarin baru saja buat rekening plus dapat ATM dan buku tabungan. Pelayanan sih bagus ya di kantor cabang, gak ada masalah sama sekali. Tapi.... Kenapa aplikasinya yang bermasalah? Tiap mau verifikasi email atau ganti password atau buat transaksi juga tetiba keluar sendiri. Kadang juga loadingnya lama banget minta ampun. Tolong dong segera diperbaiki. Padahal cinta banget akutu dengan Bank Syariah yang satu ini. Jangan sampai loh ya saya berpindah ke lain hati.",2,positif,negatif,positif
sampah,1,,negatif,negatif
"seharian hanya untuk install saja tidak kelar kelar, pengennya mudah, tapi malah terasa susah. ayo dong, dsebelum launching, dipastikan sudah tidak ada kendala penginstalan..coba dulu sendiri dikalangan internal, survey dulu, bandingkan dgn brand lainnya..",1,positif,negatif,positif
"Klw bukan karna label syari'ah, ogah saya make",1,,negatif,negatif
"Assalamualaikum wr wb Kak admin ada apa dengan Byond by BSI kemarin 1 Agustus dan hari ini 2 Agustus... Melakukan transaksi TF selalu gagal, kembali, tdk bisa memuat, menunggu, keluar dll",3,,negatif,negatif
"benar² uji kesabaran, setiap mau konfirmasi transaksi selalu lemot dan di arahkan untuk login ke halaman awal. percobaan 5x lebih tapi tetap seperti itu, harus kembali login lagi lagi dan lagi.",1,negatif,negatif,negatif
"aplikasinya lemot,,,mohon di perbaiki,,,, sampai sekarang sy tidak bisa transaksi,,,, padahal sebelumnya bisa,,,",1,negatif,negatif,negatif
Kalo gabisa buat aplikasi mendiing hapus aja. jangan buat susah orang saat ingin transaksi. sebentar² error gangguan ntah apa²lah,1,negatif,negatif,negatif
"Byond BSI, tolong dong nomor rekening yang Kita transfer jangan otomatis di save. masalahnya semakin banyak yang tersimpan aplikasi semakin berat. kalaupun mau di hapus prosesnya sangat lama karena hapusnya 1/1 , tidak bisa satu kali hapus. mohon ditingkatkan lagi. kalau sudah ok nanti saya tambah ratingnya.",3,negatif,negatif,negatif
lemot. buat bayar pake qris sering gagal. saldo tetep. terus bayar qris pake bank lain langsung sukses. eh ternyata beberapa menit udah kepotong. malah keluar uang 2x itungannya. tolong benerin system nya.,1,negatif,negatif,negatif
"kebanyakan error, kebanyakan masalah. banyakin dzikir aja pak agar masalah lebih ringan.",1,negatif,negatif,negatif
"transaksi selalu gagal, lemot parah👎",1,negatif,negatif,negatif
lg butuh bgt buat transaksi malah gabisa dipake ni aplikasi,1,,negatif,negatif
"Mau bayar BPJS sudah masukkan no, tiba-tiba keluar",1,,negatif,negatif
gangguan terus,1,negatif,negatif,negatif
"sangat jauh tertinggal dari aplikasi mbangking bank lain, seperti masih di zaman 2016 aplikasi nya, kunoo sekali",1,,negatif,negatif
aplikasi mbikin sabar nih,1,,negatif,negatif
sangat buruk. selalu update. makin lelet,1,negatif,negatif,negatif
"pake byond, banyak istighfarnya",1,,negatif,negatif
"sering banget maintenance nya, sangat mengganggu dan menghambat aktivitas",1,,negatif,negatif
Saldo sering terblokir sendiri. Sering gangguan sampai berhari-hari. Aplikasi keuangan terburuk sih ini,1,negatif,negatif,negatif
"dulu pake BSI mobile gak pernah ada kendala, semenjak ganti ke byond ada aja kendalanya🤦🏻. aplikasi belum siap tapi udah dipaksakan harus dipakai.",3,,negatif,negatif
"Sangat tidak nyaman, kalau blum bisa beralih jagan dipaksakan",1,positif,negatif,positif
"buat transaksi mobile selama 1 minggu ini lelet, ga seperti bank bumn lainnya",1,,negatif,negatif
"jelek, gangguan terus, lagi butuh cepet jadi menghambat, jelek banget",1,negatif,negatif,negatif
apk sering eror,1,,negatif,negatif
"sistemlu error mulu kocakk, mau transaksi keluar kluar mulu",1,negatif,negatif,negatif
aplikasi gagal,1,,negatif,negatif
"ini kenapa tiba² aja, setelah saya mengisi saldo terus mau tranfer malah sistem sedang di perbaiki, padahal kemaren bagus bagus aja, tolong cepat perbaiki aplikasi nya, pelayanan ny sangat tidak nyaman!!!",1,positif,negatif,positif
"jelek, sering banget bermasalah jdi bikin transaksi susah",1,negatif,negatif,negatif
"Udah guys, mari kita say good bye ke bank ugal2an ini, kecewa x berkali kali sama sering x eror ini bank, malah ada juga uang di rek istri yang ngendap entah kemana. Selalu eror",1,negatif,negatif,negatif
"kalau emang belum siap untuk pindah aplikasi mending gausahh lah permorma nya makin menurun dan jauh dibandingkan dengan BSI mobile sebelumnya , masak yang gini gini harus dikasih tau sih , lelet , banyak perbaikan , entah apa yang diperbaikinn gatauu apaa sama ajaa kayaknya gada perubahan",1,,negatif,negatif
"gara gara transaksi di beyond, saya TF sampai 2x dan gak ada ketergan masuk, tiba2 saldo kepotong, nominal nya tidak sedikit hampir 200 JT, untungnya yg saya TF itu keluarga sendiri, tolong aplikasinya jgn buat pelanggan rugi, apalgi sampai membahayakan.. segera benahi jgn nunggu banyak korban",1,,negatif,negatif
"gak jelas. mau bayar virtual shope aja susah, pakai qris sama tiba² kluar sendiri. gak bisa login di aplikasi BSI lama pula disuruh kesini buat nyusahin diri",1,,negatif,negatif
"dari kemaren transaksi gagal2 terus aplikasi nya kenapa ya sering kayak gitu,tolong donk bagian IT nya ganti aja itu",1,,negatif,negatif
"aplikasi sering eror , saat butuh2 nya pake aplikasi tiba2 eror ga bisa di pake 😌",1,,negatif,negatif
pas mau di pake eror mulu,1,,negatif,negatif
"sering eror gk ngotak, lemot, tiba2 logout sendiri",2,negatif,negatif,negatif
mau topup dana aja susah banget balik login ulang mulu parah,2,negatif,negatif,negatif
"Terjadi kesalahan saat memuat halaman ini saat mau bayar e-wallet atau bayar BPJS.. kerjanya ngapain aja direktur IT dan developernya, ngeload halaman aja gak bisa.. makan gaji buta, kalo gak sanggup resign aja, masih banyak developer yang ahli!!",1,,negatif,negatif
buruk sekali berkali kali eror. mending dipisah lagi saja mergernya. bagus bni syariah dulu semuanya,1,positif,negatif,positif
capek banget sama bank ini sebenarnya. terpaksa pakai krn kantor pakai bank ini. tiap hari ada aja troublenya,1,,negatif,negatif
"Lemmot, sering gangguan..",1,negatif,negatif,negatif
"sering bug,suka keluar aplikasi sendiri",3,positif,negatif,positif
ga pernah bener apk nya lgi di butuh butuhinnya malah ga bisa,1,,negatif,negatif
"lemot, gangguan terus walaupun sinyal bagus",1,positif,negatif,positif
rudet,1,,negatif,negatif
"makin kesini makin jelek aja pelayanan aplikasinya, padahal lagi butuh cepat malah gak bsa di pakai sama, sekali",2,positif,negatif,positif
"apk ga jelas....alasan trus sistem sibuk...sesibuk apa sih sistem sampe ga bisa ngimbangin .....gak niat bikin apk ya gini jadinya ampas....ngirim uang aja loding lama ujung"" kesalahan kesalahan...apk ampas ku report lu",1,,negatif,negatif
Aplikasinya menarik namun terlalu lambat dan sering gagal transaksi. perlu perbaikan dan upgrade,3,negatif,negatif,negatif
"apk nya tidak bisa dibuka, dengan notif overlapping pop ups+katanya ada apk yg terbuka diatas apk lainnya. sudah tak buka di pengaturan+tutor di yt tpi hasil nihil. di upgrade malah tambah jelek",1,negatif,negatif,negatif
nampak keren tapi kurang bagus asik lelet az terlalu sering masalah jengkel mau transaksi ga bisa beli..isi token..astagfirullah jengkel x ..,4,positif,positif,positif
"taekkk.. udh puluhan kali mau verifikasi login tp gagal mulu stelah vermuk.!! padahal data udah pas, dibwa ke kacab juga gk ad solusi.. enak aplikasi bsi yg dulu gk qd kendala. yg elek bgt login aj gk bisa. klo mau pindah aplikasi baru utamakan sistem udh lancar tnpa kendala",1,positif,negatif,positif
"payah.. jadi repot gara2 bsi. pemberitahuan berhasil transfer baru bbrp menit kemudian. saya kira gagal kirim. akhirnya kirim lagi pake BRI dan berhasil, kemudian bsi sms transfer yg tadi saya kira Gagal kirim malah kekirim.. yg bener atuh bikin aplikasi teh, ngerepotin aja",1,,negatif,negatif
ERROR TERUS HABIS UPDET MALAH ERROR UANG DI SITU SEMUA TRANSAKSI E MONEY STATUS SUKSES TAPI SALDO G MASUK MAU TOPUP SPPAY JG GAGAL TRUS PAYAH PELAPORAN SULIT,1,negatif,negatif,negatif
terlalu banyak trobel. apakah IT BSI tidak bisa bekerja ? sangat sering sekali bermasalah saat akan transaksi tarik tunai maupun transfer.,1,negatif,negatif,negatif
sejak pindah pke byond BSI sering bnyak gangguan bgtt🤦🤦katanya lbih meningkatkan dri BSI mobile tapi malah bnyak gangguan sering nya pas mau transaksi kdang gagal kdang eror tolong di perbaiki sistim nya pakkk 🙏🙏 bank syari'ah harusnya lbih memudahkan dripda bank Konvensional yang jarang ada kendala.. smoga bisa lbih baikkk,3,negatif,negatif,negatif
bagus,5,positif,positif,positif
sngt jelek lemot,1,negatif,negatif,negatif
aplikasi lemott,1,,negatif,negatif
"aplikasi sering eror muter2 wae, tolg tim IT BSI diperbaiki sistemnya apa iya, sekelas bank syariah terbesar di Indonesia seperti ini. mestinya lebih baik drpd bank swasta sebelah ayo tunjukkan bahwa anda capable utk ini",3,positif,negatif,positif
"eror lg ya??kok sering banget error ya,sy mau TRX ke linkqu berkali2 gagal",1,negatif,negatif,negatif
Sering Gangguan Buka aplikasinya,1,negatif,negatif,negatif
"Ribet, terlalu banyak aturan, sering error,masa hampir tiap hari pemeliharaan sistem.mana kalau error lama baliknya..kalaupun tdk error aplikasinya lelet padahal signal bagus, datang ke cabang juga pelayanannya lama banget. Saya terpaksa harus pake karna kebijakan tempat kerja. Tolong diperbaiki lagi baik pelayanan di cabang ataupun aplikasinya.",1,positif,negatif,positif
Mohon perbaiki aplikasinya karena susah sekali dibuka.,1,,negatif,negatif
ini g ada barcodenya ya ?,5,,positif,positif
"terlalu sering pengembangan sistem, dan terjadi sampai berhari hari sehingga menyulitkan proses transaksi harian. menurut saya, saya pribadi lebih nyaman menggunakan aplikasi BSI yang lama yang cukup ringan dan mudah untuk digunakan, tidak seperti byond yang saat memerlukan transaksi mobile jadi terhambat karena seringnya perkembangan sistem yang memakan waktu berhari hari, seharusnya jika dirasa belum maksimal bisa dimaksimalkan dahulu baru di launching sehingga meminimalisir hal seperti ini",1,positif,negatif,positif
"tiap butuh mau pakai, buka aplikasi lama bgt loadingnya, nnti ujung2nya gagal suruh coba lagi nanti, coba deh belajar ato tanya2 sm bca gimana bisa buat aplikasi yg no drama lemot2 loading lama2",3,,negatif,negatif
"eror mulu heran, setiap mau di butuhin eror lagi. sehari bisa berapa kali eror bingung saya juga",1,,negatif,negatif
"sangat mengecewakan ,sering transaksi nya gagal dan saldo kepotong",1,,negatif,negatif
bagus,5,positif,positif,positif
"mbanking yg paling susah buat dibuka, sering eror, sering maintenance",1,,negatif,negatif
knp selalu error ? lagi butuh kali malah error mau sampe kapan ?????? tolong lah bsi kek apa aja gjni,1,negatif,negatif,negatif
assalamualaikum tolong secepatnya diperbaiki aplikasinya iya kkk terima kasih,5,,positif,positif
"tengah malam sering tiba tiba maintenece,padahal lagi perlu ngisi token listri.mohon di perbaiki",1,,negatif,negatif
banyak minus nya... dimana libur situ perbaikan... kalau belum MAMPU jgn buat aplikasi...,1,,negatif,negatif
"P: Saat ini BYOND Dalam pemeliharaan Sistem Untuk Meningkatkan Layanan Agar Lebih Optimal. Ga bisa transaksi tengah malam harus nunggu besok. Kadang loading pas mau masuk lemot. Gimana ga bisa transaksi ini, kalo ada pemeliharaan sistem atau perbaikan mohon kasih tau dulu biar kita tahu akan ada perbaikan. hadehh berkali-kali seperti ini.",1,negatif,negatif,negatif
kalo belum sempurna apknya jangan dulu di ganti dong jdinya kan ngehambat kalo dikit dikit maintenance,1,positif,negatif,positif
"mohon pemeliharaan sistem nya atau maintenance nya diberi jadwal saja. terkadang pemeliharaan sistem terjadi tiba2 saat aplikasi benar2 dibutuhkan, dan ini benar2 merepotkan pengguna. lalu dimohon kepada developer untuk memperlengkap fitur uang yang keluar dan uang yang masuk beserta keterangan waktu yang lengkap. sekian.",3,,negatif,negatif
lemot gak jelas banget bentar bentar gangguan bentar bentar gak bisa masuk boleh aja gantu tapi kalo gini terus mah nyusahin,1,negatif,negatif,negatif
"saya menyesal pindah ke apk byond, terlalu lambat, tidak seperti apk BSI mobile",1,negatif,negatif,negatif
"bank paling lelet apa lagi aplikasinya semenjak pake byond tambah trouble trus stiap mau masuk eror sedang pemeliharaan sistem ga kaya bank"" sebelah lancar jaya",1,positif,negatif,positif
"sering pemeliharaan aplikasi bisa sampai 4 kali dalam sebulan dan proses lamaa, aplikasi lemot dan kadang eror saldo hilang sendiri, gagal transaksi . sering dipemeliharaan kok masih saja eror",1,negatif,negatif,negatif
sering maintanence gak bisa dibuka.....,2,,negatif,negatif
"Aplikasi apaan, pemabaruan sistem 1 bulan sekali, kalau gk mampu jadi bank gak usah sosok jadi bank",1,,negatif,negatif
"dikit' update dikit' update, yng harunya mempermudah malah ddilambat'in pake update perbaikan layanan",2,,negatif,negatif
parah bgt apk nya. gangguan Mulu . bisa kerja gak si. KLO lagi butuh dadakan susah tau,1,negatif,negatif,negatif
sering eror tidak memuaskan,1,,negatif,negatif
lagè ék boh apk,1,,negatif,negatif
sering enggak bisa masuk ke apk byond,3,,negatif,negatif
gangguan mulu heran deh,1,negatif,negatif,negatif
"aplikasi lemot, sering gangguan, sering error, sering nyusahin pengguna, andai di tempat kerja saya gak mewajibkan makai bank BSI ini gak bakalan gua instal aplikasi payah ini",1,negatif,negatif,negatif
aplikasi ga berbobot 🤣,1,,negatif,negatif
"jelek maaf, terlalu sering gangguan.",1,negatif,negatif,negatif
"Aplikasi mobile banking paling sering mengalami gangguan, dalam 1 hari bisa 4-6 kali gangguan, transaksi jadi sangat terganggu. Sering juga terjadi gagal transaksi namun saldo tetap terpotong, dan utk pelaporan transaksi agar saldo kembali harus menunggu 1 minggu, benar-benar merepotkan. Harap diperbaiki kendala ini, setelah masalah ini teratasi baru saya akan ganti ulasan dan rating. Terimakasih.",1,negatif,negatif,negatif
gangguan terus,1,negatif,negatif,negatif
Baddd👎👎👎 banyak pembaruan tapi ga ada hasilnya. mana saldo ngurang tapi penjual ga nerima bayaran. Baddd👎👎👎,1,,negatif,negatif
mbanking gk jelas no dadtar sama masa gk bisa terdaftar,1,,negatif,negatif
Aplikasinya udah oke,5,,positif,positif
kenapa ngk lojig k bsi ki bg,5,,positif,positif
Jelek banget lu. ini kenapa dah gw mah aktivasii segala data diri no telfon gw gak sesuai. aneh banget. orang gw baru dari bank BSI buat ganti kartu ATM karena habis masa aktif nya pisan. Koq tiba tiba kaga bisa gini sih. kaco banget lu BSI,1,negatif,negatif,negatif
makin hri mkin hancur aja nih apk udah kadang susah bka sekarang transaksi berhasil saldo juga di ptong tpi ke akun yg kita kirim gk msuk uangnya hati² la pkai ini klo tf skrang,1,,negatif,negatif
aplikasi lambat,1,negatif,negatif,negatif
lelet !!!,1,,negatif,negatif
"Narik di ATM, gagal, kartu keluar, duit ngk ada. Padahal di beyond tertera penarikan berhasil dan saldo berkurang. Terus duit gw kemana???????",1,,negatif,negatif
serinh banget eror.,4,,positif,positif
aplikasi sakit,1,,negatif,negatif
"baru pakek byond 2 hari sudah banyak trouble, mulai dr transfer gagal terus, tarik tunai gagal terus",2,,negatif,negatif
selalu klu mau d paki pasti ada kendala nya,1,,negatif,negatif
masih di bank nya langsung saya buat udah bisa tetapi kok malah seperti masuk ulang kosongan belum pernah buat akun. saya klik malah buat akun ulang saya ikuti tidak bisa. saya buka lagi ulang malah loading tidak nyambung. terima kasih.,3,negatif,negatif,negatif
"kadang loading nya lama pdahal cuma mau cek saldo sma transaksi, malah bru aja melakukan pembayaran pake QR dan tidak berhasil tp saldo ttp ke potong, pas mau cek transaksi d bagian motifikasi loading mulu trus gagal.",3,,negatif,negatif
aplikasi terburuk👎,1,,negatif,negatif
knp maintenance jam 7 malam bisa tdk di kasih pindah jam 2 pagi.,2,,negatif,negatif
Loading terus.. BSIMobile bisa.. yang satu ini loading aja yg bisa..,1,,negatif,negatif
pelayanan baik,5,positif,positif,positif
"assalamualaikum, gangguan mulu byond",3,negatif,negatif,negatif
transaksi sering gagal . bikin was was .,2,,negatif,negatif
apk eror² terus lemot buat tf eror buat apa² eror bikin apk yang bener lah,1,negatif,negatif,negatif
aduh byond awalnya bgs lancar2 aja tp mkin lama kok aplikasinya jdi eror mulu pdhal mau transfer cpt klo bgni hrs ke atmnya buat tf doang mana jarak dri rmh ke atmnya jauh sekali tolong diperbaiki lg yah biar tdk bnyk yg kecewa,3,negatif,negatif,negatif
"Yaampun BYOND udah diandelin malah kinerjanya bikin malu, mau transfer lama, ngga ada keterangan",1,,negatif,negatif
"tiap login selalu gagal, transfer gabisa berkali setiap bulannya, selalu disuruh login LG terus. Alasan selalu dalam sedang dalam pemeliharaan sistem. sejelek itukah sistem yg sekarang? lemot bnr, kendala terus tiap bulan",1,negatif,negatif,negatif
"Assalamualaikum BSI mohon di notice ya, awalnya saya pake apk ini oke oke aja tapi makin ksini makin ngaco, transfer susah, pemeliharaan mulu, bug dimana mana hadeh kalo bukan karena perusahaan mah ogah make apk beginian udah mah ini sensitif soal uang",1,negatif,negatif,negatif
"aplikasi sering tidak bisa di buka, tidak bisa login, dan sering stuck di menu.",1,negatif,negatif,negatif
saran buat developer kalau ada uang masuk dan keluar ada notif masuk dan keluar bisa muncul pop up di bar,5,,positif,positif
sikit sikit perbaikan gitu aja terus gak siap² orang buru² pun urgent jadi terkendala.,1,,negatif,negatif
kenapa byond lemot sekali ayolah perbarui,2,negatif,negatif,negatif
aplikasi angel... verifikasi wajah mpe berkali2. kedap kedip tolah toleh berapa kali. diulang mulu. itu pun akhirnya gagal. gak oke,1,,negatif,negatif
"aplikasiny suka ngebug , ditingkatin lagi dong",1,positif,negatif,positif
"aplikasi sering error ketika lagi dibutuhkan buat transaksi, lebih bagus aplikasi bsi yg dulu daripada yg sekarang banyak trouble",1,positif,negatif,positif
"pemeliharaan nya terlalu lama, buang2 waktu, apalagi tiap tanggal gajian, mending jangan pake bsi dah buat yang buru2 pengen cepat, soalnya ni apk BSI ampas banget",1,positif,negatif,positif
Parah APK nya cacat,1,negatif,negatif,negatif
sering banget erorr...,1,,negatif,negatif
Sering Error di masa masa genting perlu transfer☠️ Parah,1,negatif,negatif,negatif
cacat,1,,negatif,negatif
"Saya tidak menghapus aplikasi BSI mobile karena Byond kadang suka eror. Tidak bisa dibuka. Tapi karena hape penuh, 2 hari lalu delete aplikasi BSI mobile. Daaan menjadi malapetaka. Sata tidak bisa menggunakan Byond. Eror selalu. Sedangkan saya harus: 1. Bayar listrik. 2. Bayar rumah 3. Bayar BPJS 4. Beli pulsa Uangnya ada di rekening BSI. Kenapa harus instal Byond.Aplikasi jeleeeeek",1,positif,negatif,positif
masih bagusan apk bsi dulu lebih efisien dari pada yaang sekarang dikit² abdet mohon lebih di perhatikan lagi kepuasan pelanggan,2,,negatif,negatif
"gangguan terus, ditambah sering gagal transaksi dan harus laporan ini itu",1,negatif,negatif,negatif
aplikasi bosok gangguan teruss,1,negatif,negatif,negatif
"menyebalkan sekali byond ini, lemot kek siput jalan",1,negatif,negatif,negatif
"apa sih nih beyond.. makin lama makin payah sistemnya.. transaksi gagal tapi masuk, transaksi masuk tapi gagal, mau ngecek transaksi keluar sisstem trs. kesaaal saya. mau lapor lambat penanganan nya..",1,negatif,negatif,negatif
"Buat apa bagus piturnya saja, pelayanannya selalu gangguan (lemot)",2,positif,negatif,positif
aplikasi sampah,1,,negatif,negatif
"Disaat lagi butuh² nya malah error, saldo d menu utama ada tapi d buat transfer atau transaksi tarik tunai pun ga bisa",1,negatif,negatif,negatif
kalo belum mampu ngapain gonta ganti.,1,,negatif,negatif
"apk ini gak jelas, banyak kali kendalanya, saya baru terima uang tapi pas mau tf malah tulisan saldo nol, padahal saldonya ada, balikin aplikasi bsi yang dulu",1,,negatif,negatif
"walaupun sudah pindah ke byond, masi aja error, mau bayar ayam penyet bu Iyus pake qris malah error, kan bikin dag dig dug",1,negatif,negatif,negatif
kesel banget setiap mau pake ada aja kendalanya lebih Bagus bsi mobile yang dulu..,1,positif,negatif,positif
"banyak eror nya, klo ada yang tf pas di cek udah masuk tpi giliran mau bayar VA atau mau tf ke orang malah saldo ga cukup, udah gitu waktu mau daftar aplikasi byond ga masuk-masuk kode verifikasi nya ke nmor hp ku, banyak bangett si eror nya",1,,negatif,negatif
"Aplikasi nya bobrok banget, bolak balik maintenance gak pernah bener, bikin susah orang mau transaksi",1,,negatif,negatif
mau tf lama banyak bug ndk jelas,1,negatif,negatif,negatif
kenapa gak bisa digunakan aplikasi bsi,5,,positif,positif
sistem ini adalah sistem bank yg paling bobrok yg pernah dibuat..,1,,negatif,negatif
Aplikasi Perbankan paling sering trouble pernah saya pakai,1,,negatif,negatif
ini sistem perawatan selalu. aktivitas transaksi kan jadi terganggu.,1,,negatif,negatif
"Tolong server nya diperbaiki,, sekelas Bank aja sering banget gangguan, harusnya dengan ada nya apk mbanking itu untuk membantu dan memudah nasabah dalam bertransaksi. TOLONG PERBAIKI SERVER !!!",2,positif,negatif,positif
"Tolonglah maintenancenya jangan pagi/siang hari, tidak ada notifikasinya juga😭😭😭 Satu hari ini sulit sekali transaksi, gagal mulu, pakai aplikasi lain langsung tuh kelar. Saya malu nunggu prosesnya dan penjual kasian nunggu saya.",1,negatif,negatif,negatif
agak lelet,5,,positif,positif
Apakah BSI sedang terjadi kendala?,4,,positif,positif
apk sering gsngguan,2,,negatif,negatif
"aplikasi smph. kalau ga gangguan, maintanance. gabisa transfer, pdhal nominal saldo ada pas mau tranfer ga kebaca saldonnya 0. ini keterlaluan sih sekelas bank yang merger",1,negatif,negatif,negatif
"Beyond tidak lbh baik dari BSI mobil, saat kita butuh dan penting sekali, eee... TDK bisa digunakan. dikit2 aplikasi sedang dalam perawatan. Gimana niiih Lbh solid BSI Mobil",2,positif,negatif,positif
Sering bgt gangguan. Kocak,1,negatif,negatif,negatif
"setiap tanggal 1 bulan berjalan, aplikasi ini rusak...eror ga jelas...sangat mengganggu nasabah ...",1,,negatif,negatif
aplikasi sampah,1,,negatif,negatif
Sering gangguan,1,negatif,negatif,negatif
"SELALU ERROR, KEBETULAN LAGI BAYAR MALAH ERROR!!!",1,negatif,negatif,negatif
terus gangguan. mohon diperbaiki. saya sendiri merasa kurang nyaman.,3,positif,negatif,positif
"sering eror, pin salah pin salah, aplikasi eror",1,,negatif,negatif
"APLIKASINYA BAGUS, SANGAT LAYAK JADI NOMOR 1. BINTANG 1",1,positif,negatif,positif
sering perbaikan gak jelas,1,,negatif,negatif
lemot nya minta ampun.. TF gagal terus.. gimana ini systemnya diperbaiki lah,1,negatif,negatif,negatif
ini gk bisa d akses sama sekali... menghambat transaksi keuangan....,2,,negatif,negatif
"APLIKASI YG SELALU GANGGUAN,LEMOT BIKIN RIBET MAU TRANSAKSI",1,negatif,negatif,negatif
aplikasi busuk enak pakek BSI mobile kek dulu la yang ini sering ganguan,1,,negatif,negatif
sering gangguan,1,negatif,negatif,negatif
Aplikasi gak jelas error mlu,1,negatif,negatif,negatif
"bg serius ke bg gawe gt,ini perbaikan sistem mulu,tw gt ane ga migrasi dah,,",1,,negatif,negatif
"Kureng banget aplikasi yang ini, banknya juga ribet. ATM kadaluarsa M-banking juga gak bisa dipakai. Ngapain ada M-banking kalo gitu",2,negatif,negatif,negatif
makin maintenace bukannnya makin bagus malah sering gagal,1,positif,negatif,positif
"jelek banget servernya sering gangguan, bikin males pake BSI aja",3,negatif,negatif,negatif
dari dlu mslh bsi g ilang ya lelet,2,,negatif,negatif
"apk indo pasti kaya gini ,ngeleg, saya jika membuka suatu apk online dan ngeleg saya akan alihkan ke data, maka akan langsung cepat ,sedangkan BSI ini beda ,menggunakan data pun tidak ada beda nya ,apalagi melihat notifikasi, 2 tahun pun gak kelar² loading nya",1,positif,negatif,positif
baik,5,positif,positif,positif
"setiap awal bulan banyak erornya, Bank penyakitan + aplikasi cacat",1,,negatif,negatif
"terlalu banyak bug sampe gabisa tf di aplikasi gabisa tarik tunai, bikin susah aja",1,negatif,negatif,negatif
"sudah 2x transaksi qris hang setelah masukin pasword, saldo kepotong tp ngak masuk ke yg dikirim, pertama 500rb /600rb an dah lupa kedua baru kemaren 130rb an tidak ada solusi, dan uang gak balikk...",1,,negatif,negatif
lemotnya minta ampun ngalah2in ewalet...,2,,negatif,negatif
buruk sering eror. hampir setiap hari eror tidak bisa bertransaksi,1,negatif,negatif,negatif
saldo saya berkurang sendirinya,1,,negatif,negatif
gk pernah gk trouble..selalu adaaaa aja kendala,1,,negatif,negatif
gangguan mulu,1,negatif,negatif,negatif
"aplikasi nya sangat buruk, sangat lambat, bahkan tidak mau terbuka. Mohon diperbaiki",1,negatif,negatif,negatif
tolong dong saya tf uang ke rekening teman saya trs saldo di rekening saya berkurang tapi tf nya ga masuk,1,,negatif,negatif
kurang maksimal,1,,negatif,negatif
update info saldo lambat sekali.,3,negatif,negatif,negatif
setiap kali gajian pasti ada masalah,3,negatif,negatif,negatif
"perubahan aplikasi paling buruk, jauh lebih baik pakek yang mobile sebelumnya",1,positif,negatif,positif
"tolong dong, ini aplikasi early access atau udah full release? perasaan banyak banget errornya",1,,negatif,negatif
"Sudah semua disuruh pake Aplikasi ini , Tapi aplikasinya sering error bikin maluu",1,negatif,negatif,negatif
segalanya lebih mudah transaksi dengan BYOND by BSI,5,positif,positif,positif
terlalu sering gangguan,1,negatif,negatif,negatif
"knp saldo saya jdi 0, saya tidak BS transaksi jdny, tlglah dibenahi sistemnya, Agar nasabah tidak merasa dirugikan, terima kasih",3,,negatif,negatif
tgl 1 Agustus 2025 byound gangguan kah? tidak bisa transaksi. transaksi gagal tp saldo berkurang,1,negatif,negatif,negatif
